Sensitivity,Specificity,Pos Pred Value,Neg Pred Value,Precision,Recall,F1,Prevalence,Detection Rate,Detection Prevalence,Balanced Accuracy,tp,fp,tn,fn,net_benefit,nns,decision_threshold,strategy,outcome,taxlevel,metric,dataset,trainfrac,method,seed
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.35000000000000003,none,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.4,none,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.45,none,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.5,none,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.55,none,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.6000000000000001,none,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.65,none,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.7000000000000001,none,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.75,none,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.8,none,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.8500000000000001,none,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.9,none,allcause,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.95,none,allcause,OTU,AUC,int,0.8,rf,100
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,0.04545454545454545,22,0,model,allcause,OTU,AUC,int,0.8,rf,101
0.6666666666666666,0.5291005291005291,0.0631578947368421,0.970873786407767,0.06315789473684211,0.6666666666666666,0.1153846153846154,0.04545454545454545,0.0303030303030303,0.4797979797979798,0.5978835978835979,6,89,100,3,0.00664540138224348,15.833333333333336,0.05,model,allcause,OTU,AUC,int,0.8,rf,101
0.3333333333333333,0.9312169312169312,0.1874999999999999,0.967032967032967,0.1875,0.3333333333333333,0.24000000000000005,0.04545454545454545,0.01515151515151515,0.08080808080808081,0.6322751322751322,3,13,176,6,0.00785634118967452,5.333333333333337,0.1,model,allcause,OTU,AUC,int,0.8,rf,101
0,0.9894179894179894,0,0.9540816326530612,0,0,NA,0.04545454545454545,0,0.0101010101010101,0.4947089947089947,0,2,187,9,-0.0017825311942959,Inf,0.15000000000000002,model,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.2,model,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.25,model,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.30000000000000004,model,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.35000000000000003,model,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.4,model,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.45,model,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.5,model,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.55,model,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.6000000000000001,model,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.65,model,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.7000000000000001,model,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.75,model,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.8,model,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.8500000000000001,model,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.9,model,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.95,model,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,0.04545454545454545,22,0,all,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.00478468899521531,22,0.05,all,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.06060606060606062,22,0.1,all,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.12299465240641716,22,0.15000000000000002,all,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.19318181818181815,22,0.2,all,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.2727272727272727,22,0.25,all,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.3636363636363637,22,0.30000000000000004,all,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.4685314685314686,22,0.35000000000000003,all,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.590909090909091,22,0.4,all,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.7355371900826446,22,0.45,all,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.9090909090909092,22,0.5,all,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-1.1212121212121215,22,0.55,all,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-1.3863636363636371,22,0.6000000000000001,all,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-1.7272727272727275,22,0.65,all,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-2.1818181818181825,22,0.7000000000000001,all,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-2.8181818181818183,22,0.75,all,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-3.772727272727274,22,0.8,all,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-5.363636363636367,22,0.8500000000000001,all,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-8.545454545454549,22,0.9,all,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-18.09090909090912,22,0.95,all,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0,none,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.05,none,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.1,none,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.15000000000000002,none,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.2,none,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.25,none,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.30000000000000004,none,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.35000000000000003,none,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.4,none,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.45,none,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.5,none,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.55,none,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.6000000000000001,none,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.65,none,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.7000000000000001,none,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.75,none,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.8,none,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.8500000000000001,none,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.9,none,allcause,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.95,none,allcause,OTU,AUC,int,0.8,rf,101
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,0.04545454545454545,22,0,model,allcause,OTU,AUC,int,0.8,rf,102
0.4444444444444444,0.582010582010582,0.04819277108433734,0.9565217391304348,0.04819277108433735,0.4444444444444444,0.08695652173913043,0.04545454545454545,0.0202020202020202,0.4191919191919192,0.5132275132275133,4,79,110,5,-7.974481658692203e-4,20.750000000000004,0.05,model,allcause,OTU,AUC,int,0.8,rf,102
0.1111111111111111,0.9312169312169312,0.07142857142857137,0.9565217391304348,0.07142857142857142,0.1111111111111111,0.08695652173913043,0.04545454545454545,0.00505050505050505,0.0707070707070707,0.5211640211640212,1,13,176,8,-0.00224466891133557,14.000000000000012,0.1,model,allcause,OTU,AUC,int,0.8,rf,102
0,0.984126984126984,0,0.953846153846154,0,0,NA,0.04545454545454545,0,0.01515151515151515,0.492063492063492,0,3,186,9,-0.00267379679144385,Inf,0.15000000000000002,model,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.2,model,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.25,model,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.30000000000000004,model,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.35000000000000003,model,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.4,model,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.45,model,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.5,model,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.55,model,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.6000000000000001,model,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.65,model,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.7000000000000001,model,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.75,model,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.8,model,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.8500000000000001,model,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.9,model,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.95,model,allcause,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,0.04545454545454545,22,0,all,allcause,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.00478468899521531,22,0.05,all,allcause,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.06060606060606062,22,0.1,all,allcause,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.12299465240641716,22,0.15000000000000002,all,allcause,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.19318181818181815,22,0.2,all,allcause,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.2727272727272727,22,0.25,all,allcause,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.3636363636363637,22,0.30000000000000004,all,allcause,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.4685314685314686,22,0.35000000000000003,all,allcause,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.590909090909091,22,0.4,all,allcause,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.7355371900826446,22,0.45,all,allcause,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-0.9090909090909092,22,0.5,all,allcause,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-1.1212121212121215,22,0.55,all,allcause,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-1.3863636363636371,22,0.6000000000000001,all,allcause,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-1.7272727272727275,22,0.65,all,allcause,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-2.1818181818181825,22,0.7000000000000001,all,allcause,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-2.8181818181818183,22,0.75,all,allcause,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-3.772727272727274,22,0.8,all,allcause,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-5.363636363636367,22,0.8500000000000001,all,allcause,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-8.545454545454549,22,0.9,all,allcause,OTU,AUC,int,0.8,rf,102
1,0,0.04545454545454545,NA,0.04545454545454545,1,0.08695652173913045,0.04545454545454545,0.04545454545454545,1,0.5,9,189,0,0,-18.09090909090912,22,0.95,all,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0,none,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.05,none,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.1,none,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.15000000000000002,none,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.2,none,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.25,none,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.30000000000000004,none,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.35000000000000003,none,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.4,none,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.45,none,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.5,none,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.55,none,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.6000000000000001,none,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.65,none,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.7000000000000001,none,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.75,none,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.8,none,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.8500000000000001,none,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.9,none,allcause,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9545454545454546,NA,0,NA,0.04545454545454545,0,0,0.5,0,0,189,9,0,NA,0.95,none,allcause,OTU,AUC,int,0.8,rf,102
1,0.0310880829015544,0.02604166666666666,1,0.02604166666666666,1,0.05076142131979695,0.02525252525252525,0.02525252525252525,0.9696969696969696,0.5155440414507773,5,187,6,0,0.02525252525252525,38.400000000000006,0,model,pragmatic,OTU,AUC,int,0.8,rf,100
0.4,0.8134715025906736,0.05263157894736843,0.98125,0.05263157894736842,0.4,0.09302325581395347,0.02525252525252525,0.0101010101010101,0.1919191919191919,0.6067357512953369,2,36,157,3,5.316321105794785e-4,18.999999999999996,0.05,model,pragmatic,OTU,AUC,int,0.8,rf,100
0.2,0.927461139896373,0.06666666666666665,0.9781420765027322,0.06666666666666667,0.2,0.1,0.02525252525252525,0.00505050505050505,0.07575757575757576,0.5637305699481865,1,14,179,4,-0.00280583613916947,15.000000000000004,0.1,model,pragmatic,OTU,AUC,int,0.8,rf,100
0,0.9792746113989638,0,0.9742268041237112,0,0,NA,0.02525252525252525,0,0.0202020202020202,0.4896373056994819,0,4,189,5,-0.0035650623885918,Inf,0.15000000000000002,model,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.2,model,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.25,model,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.30000000000000004,model,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.35000000000000003,model,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.4,model,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.45,model,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.5,model,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.55,model,pragmatic,OTU,AUC,int,0.8,rf,100
