Sensitivity,Specificity,Pos Pred Value,Neg Pred Value,Precision,Recall,F1,Prevalence,Detection Rate,Detection Prevalence,Balanced Accuracy,tp,fp,tn,fn,net_benefit,nns,decision_threshold,strategy,outcome,taxlevel,metric,dataset,trainfrac,method,seed
0.27692307692307694,0.849624060150376,0.47368421052631576,0.70625,0.47368421052631576,0.27692307692307694,0.3495145631067961,0.3282828282828283,0.09090909090909093,0.1919191919191919,0.5632735685367265,18,20,113,47,0.02356902356902356,2.111111111111111,0.4,model,idsa,OTU,AUC,int,0.8,rf,102
0.16923076923076924,0.9473684210526316,0.6111111111111109,0.7000000000000001,0.6111111111111112,0.16923076923076924,0.2650602409638554,0.3282828282828283,0.05555555555555555,0.09090909090909093,0.5582995951417004,11,7,126,54,0.02662993572084481,1.636363636363637,0.45,model,idsa,OTU,AUC,int,0.8,rf,102
0.01538461538461538,0.9849624060150376,0.33333333333333337,0.6717948717948719,0.3333333333333333,0.01538461538461538,0.02941176470588235,0.3282828282828283,0.00505050505050505,0.01515151515151515,0.5001735106998265,1,2,131,64,-0.00505050505050505,2.9999999999999996,0.5,model,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.55,model,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.6000000000000001,model,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.65,model,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.7000000000000001,model,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.75,model,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.8,model,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.8500000000000001,model,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.9,model,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.95,model,idsa,OTU,AUC,int,0.8,rf,102
1,0,0.3282828282828283,NA,0.3282828282828283,1,0.49429657794676807,0.3282828282828283,0.3282828282828283,1,0.5,65,133,0,0,0.3282828282828283,3.046153846153846,0,all,idsa,OTU,AUC,int,0.8,rf,102
1,0,0.3282828282828283,NA,0.3282828282828283,1,0.49429657794676807,0.3282828282828283,0.3282828282828283,1,0.5,65,133,0,0,0.29292929292929293,3.046153846153846,0.05,all,idsa,OTU,AUC,int,0.8,rf,102
1,0,0.3282828282828283,NA,0.3282828282828283,1,0.49429657794676807,0.3282828282828283,0.3282828282828283,1,0.5,65,133,0,0,0.2536475869809203,3.046153846153846,0.1,all,idsa,OTU,AUC,int,0.8,rf,102
1,0,0.3282828282828283,NA,0.3282828282828283,1,0.49429657794676807,0.3282828282828283,0.3282828282828283,1,0.5,65,133,0,0,0.2097445038621509,3.046153846153846,0.15000000000000002,all,idsa,OTU,AUC,int,0.8,rf,102
1,0,0.3282828282828283,NA,0.3282828282828283,1,0.49429657794676807,0.3282828282828283,0.3282828282828283,1,0.5,65,133,0,0,0.16035353535353536,3.046153846153846,0.2,all,idsa,OTU,AUC,int,0.8,rf,102
1,0,0.3282828282828283,NA,0.3282828282828283,1,0.49429657794676807,0.3282828282828283,0.3282828282828283,1,0.5,65,133,0,0,0.1043771043771044,3.046153846153846,0.25,all,idsa,OTU,AUC,int,0.8,rf,102
1,0,0.3282828282828283,NA,0.3282828282828283,1,0.49429657794676807,0.3282828282828283,0.3282828282828283,1,0.5,65,133,0,0,0.04040404040404033,3.046153846153846,0.30000000000000004,all,idsa,OTU,AUC,int,0.8,rf,102
1,0,0.3282828282828283,NA,0.3282828282828283,1,0.49429657794676807,0.3282828282828283,0.3282828282828283,1,0.5,65,133,0,0,-0.03341103341103346,3.046153846153846,0.35000000000000003,all,idsa,OTU,AUC,int,0.8,rf,102
1,0,0.3282828282828283,NA,0.3282828282828283,1,0.49429657794676807,0.3282828282828283,0.3282828282828283,1,0.5,65,133,0,0,-0.1195286195286196,3.046153846153846,0.4,all,idsa,OTU,AUC,int,0.8,rf,102
1,0,0.3282828282828283,NA,0.3282828282828283,1,0.49429657794676807,0.3282828282828283,0.3282828282828283,1,0.5,65,133,0,0,-0.2213039485766758,3.046153846153846,0.45,all,idsa,OTU,AUC,int,0.8,rf,102
1,0,0.3282828282828283,NA,0.3282828282828283,1,0.49429657794676807,0.3282828282828283,0.3282828282828283,1,0.5,65,133,0,0,-0.3434343434343434,3.046153846153846,0.5,all,idsa,OTU,AUC,int,0.8,rf,102
1,0,0.3282828282828283,NA,0.3282828282828283,1,0.49429657794676807,0.3282828282828283,0.3282828282828283,1,0.5,65,133,0,0,-0.4927048260381596,3.046153846153846,0.55,all,idsa,OTU,AUC,int,0.8,rf,102
1,0,0.3282828282828283,NA,0.3282828282828283,1,0.49429657794676807,0.3282828282828283,0.3282828282828283,1,0.5,65,133,0,0,-0.6792929292929297,3.046153846153846,0.6000000000000001,all,idsa,OTU,AUC,int,0.8,rf,102
1,0,0.3282828282828283,NA,0.3282828282828283,1,0.49429657794676807,0.3282828282828283,0.3282828282828283,1,0.5,65,133,0,0,-0.9191919191919192,3.046153846153846,0.65,all,idsa,OTU,AUC,int,0.8,rf,102
1,0,0.3282828282828283,NA,0.3282828282828283,1,0.49429657794676807,0.3282828282828283,0.3282828282828283,1,0.5,65,133,0,0,-1.2390572390572394,3.046153846153846,0.7000000000000001,all,idsa,OTU,AUC,int,0.8,rf,102
1,0,0.3282828282828283,NA,0.3282828282828283,1,0.49429657794676807,0.3282828282828283,0.3282828282828283,1,0.5,65,133,0,0,-1.6868686868686869,3.046153846153846,0.75,all,idsa,OTU,AUC,int,0.8,rf,102
1,0,0.3282828282828283,NA,0.3282828282828283,1,0.49429657794676807,0.3282828282828283,0.3282828282828283,1,0.5,65,133,0,0,-2.358585858585859,3.046153846153846,0.8,all,idsa,OTU,AUC,int,0.8,rf,102
1,0,0.3282828282828283,NA,0.3282828282828283,1,0.49429657794676807,0.3282828282828283,0.3282828282828283,1,0.5,65,133,0,0,-3.4781144781144806,3.046153846153846,0.8500000000000001,all,idsa,OTU,AUC,int,0.8,rf,102
1,0,0.3282828282828283,NA,0.3282828282828283,1,0.49429657794676807,0.3282828282828283,0.3282828282828283,1,0.5,65,133,0,0,-5.717171717171718,3.046153846153846,0.9,all,idsa,OTU,AUC,int,0.8,rf,102
1,0,0.3282828282828283,NA,0.3282828282828283,1,0.49429657794676807,0.3282828282828283,0.3282828282828283,1,0.5,65,133,0,0,-12.434343434343452,3.046153846153846,0.95,all,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0,none,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.05,none,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.1,none,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.15000000000000002,none,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.2,none,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.25,none,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.30000000000000004,none,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.35000000000000003,none,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.4,none,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.45,none,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.5,none,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.55,none,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.6000000000000001,none,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.65,none,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.7000000000000001,none,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.75,none,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.8,none,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.8500000000000001,none,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.9,none,idsa,OTU,AUC,int,0.8,rf,102
0,1,NA,0.6717171717171717,NA,0,NA,0.3282828282828283,0,0,0.5,0,0,133,65,0,NA,0.95,none,idsa,OTU,AUC,int,0.8,rf,102
1,0.0310880829015544,0.02604166666666666,1,0.02604166666666666,1,0.05076142131979695,0.02525252525252525,0.02525252525252525,0.9696969696969696,0.5155440414507773,5,187,6,0,0.02525252525252525,38.400000000000006,0,model,attrib,OTU,AUC,int,0.8,rf,100
0.4,0.8134715025906736,0.05263157894736843,0.98125,0.05263157894736842,0.4,0.09302325581395347,0.02525252525252525,0.0101010101010101,0.1919191919191919,0.6067357512953369,2,36,157,3,5.316321105794785e-4,18.999999999999996,0.05,model,attrib,OTU,AUC,int,0.8,rf,100
0.2,0.927461139896373,0.06666666666666665,0.9781420765027322,0.06666666666666667,0.2,0.1,0.02525252525252525,0.00505050505050505,0.07575757575757576,0.5637305699481865,1,14,179,4,-0.00280583613916947,15.000000000000004,0.1,model,attrib,OTU,AUC,int,0.8,rf,100
0,0.9792746113989638,0,0.9742268041237112,0,0,NA,0.02525252525252525,0,0.0202020202020202,0.4896373056994819,0,4,189,5,-0.0035650623885918,Inf,0.15000000000000002,model,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.2,model,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.25,model,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.30000000000000004,model,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.35000000000000003,model,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.4,model,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.45,model,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.5,model,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.55,model,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.6000000000000001,model,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.65,model,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.7000000000000001,model,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.75,model,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8,model,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8500000000000001,model,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.9,model,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.95,model,attrib,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,0.02525252525252525,39.6,0,all,attrib,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.02604997341839447,39.6,0.05,all,attrib,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.0830527497194164,39.6,0.1,all,attrib,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.14676173499702916,39.6,0.15000000000000002,all,attrib,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.21843434343434345,39.6,0.2,all,attrib,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.29966329966329963,39.6,0.25,all,attrib,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.39249639249639257,39.6,0.30000000000000004,all,attrib,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.4996114996114997,39.6,0.35000000000000003,all,attrib,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.6245791245791246,39.6,0.4,all,attrib,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.7722681359044994,39.6,0.45,all,attrib,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.9494949494949494,39.6,0.5,all,attrib,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-1.166105499438833,39.6,0.55,all,attrib,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-1.4368686868686873,39.6,0.6000000000000001,all,attrib,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-1.7849927849927851,39.6,0.65,all,attrib,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-2.2491582491582496,39.6,0.7000000000000001,all,attrib,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-2.898989898989899,39.6,0.75,all,attrib,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-3.8737373737373746,39.6,0.8,all,attrib,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-5.498316498316502,39.6,0.8500000000000001,all,attrib,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-8.747474747474747,39.6,0.9,all,attrib,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-18.49494949494952,39.6,0.95,all,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0,none,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.05,none,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.1,none,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.15000000000000002,none,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.2,none,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.25,none,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.30000000000000004,none,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.35000000000000003,none,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.4,none,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.45,none,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.5,none,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.55,none,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.6000000000000001,none,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.65,none,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.7000000000000001,none,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.75,none,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8,none,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8500000000000001,none,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.9,none,attrib,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.95,none,attrib,OTU,AUC,int,0.8,rf,100
0.8,0.0932642487046632,0.0223463687150838,0.9473684210526316,0.0223463687150838,0.8,0.04347826086956522,0.02525252525252525,0.0202020202020202,0.904040404040404,0.4466321243523316,4,175,18,1,0.0202020202020202,44.74999999999999,0,model,attrib,OTU,AUC,int,0.8,rf,101
0.4,0.7772020725388601,0.04444444444444444,0.9803921568627452,0.04444444444444444,0.4,0.07999999999999999,0.02525252525252525,0.0101010101010101,0.2272727272727273,0.5886010362694301,2,43,150,3,-0.00132908027644869,22.5,0.05,model,attrib,OTU,AUC,int,0.8,rf,101
0,0.9067357512953368,0,0.9722222222222222,0,0,NA,0.02525252525252525,0,0.09090909090909093,0.4533678756476684,0,18,175,5,-0.0101010101010101,Inf,0.1,model,attrib,OTU,AUC,int,0.8,rf,101
0,0.9689119170984456,0,0.9739583333333331,0,0,NA,0.02525252525252525,0,0.0303030303030303,0.4844559585492228,0,6,187,5,-0.0053475935828877,Inf,0.15000000000000002,model,attrib,OTU,AUC,int,0.8,rf,101
0,0.9896373056994818,0,0.9744897959183672,0,0,NA,0.02525252525252525,0,0.0101010101010101,0.4948186528497409,0,2,191,5,-0.00252525252525252,Inf,0.2,model,attrib,OTU,AUC,int,0.8,rf,101
0,0.9896373056994818,0,0.9744897959183672,0,0,NA,0.02525252525252525,0,0.0101010101010101,0.4948186528497409,0,2,191,5,-0.00336700336700336,Inf,0.25,model,attrib,OTU,AUC,int,0.8,rf,101
0,0.9948186528497408,0,0.9746192893401014,0,0,NA,0.02525252525252525,0,0.00505050505050505,0.49740932642487046,0,1,192,5,-0.00216450216450216,Inf,0.30000000000000004,model,attrib,OTU,AUC,int,0.8,rf,101
0,0.9948186528497408,0,0.9746192893401014,0,0,NA,0.02525252525252525,0,0.00505050505050505,0.49740932642487046,0,1,192,5,-0.00271950271950272,Inf,0.35000000000000003,model,attrib,OTU,AUC,int,0.8,rf,101
0,0.9948186528497408,0,0.9746192893401014,0,0,NA,0.02525252525252525,0,0.00505050505050505,0.49740932642487046,0,1,192,5,-0.00336700336700336,Inf,0.4,model,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.45,model,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.5,model,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.55,model,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.6000000000000001,model,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.65,model,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.7000000000000001,model,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.75,model,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8,model,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8500000000000001,model,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.9,model,attrib,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.95,model,attrib,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,0.02525252525252525,39.6,0,all,attrib,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.02604997341839447,39.6,0.05,all,attrib,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.0830527497194164,39.6,0.1,all,attrib,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.14676173499702916,39.6,0.15000000000000002,all,attrib,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.21843434343434345,39.6,0.2,all,attrib,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.29966329966329963,39.6,0.25,all,attrib,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.39249639249639257,39.6,0.30000000000000004,all,attrib,OTU,AUC,int,0.8,rf,101
